,A02BA,A02BA,A02BA,A02BA,A03AB,A03AB,A03AB,A03AB,A03FA,A03FA,A03FA,A03FA,A04AA,A04AA,A04AA,A04AA,A10AB,A10AB,A10AB,A10AB,A10AE,A10AE,A10AE,A10AE,A11EA,A11EA,A11EA,A11EA,B02AA,B02AA,B02AA,B02AA,B05BA,B05BA,B05BA,B05BA,B05BB,B05BB,B05BB,B05BB,B05XA,B05XA,B05XA,B05XA,C01EA,C01EA,C01EA,C01EA,C07AG,C07AG,C07AG,C07AG,C08CA,C08CA,C08CA,C08CA,D11AH,D11AH,D11AH,D11AH,H02AB,H02AB,H02AB,H02AB,J01CR,J01CR,J01CR,J01CR,J01DC,J01DC,J01DC,J01DC,J01DD,J01DD,J01DD,J01DD,J01GB,J01GB,J01GB,J01GB,J01MA,J01MA,J01MA,J01MA,M01AB,M01AB,M01AB,M01AB,M03AB,M03AB,M03AB,M03AB,M03AC,M03AC,M03AC,M03AC,N01AH,N01AH,N01AH,N01AH,N01AX,N01AX,N01AX,N01AX,N01BB,N01BB,N01BB,N01BB,N02AB,N02AB,N02AB,N02AB,N02AX,N02AX,N02AX,N02AX,N05BA,N05BA,N05BA,N05BA,N05CD,N05CD,N05CD,N05CD,N07AA,N07AA,N07AA,N07AA,R03CA,R03CA,R03CA,R03CA,R05CB,R05CB,R05CB,R05CB,R06AB,R06AB,R06AB,R06AB,V03AB,V03AB,V03AB,V03AB
2021-03-14,0.0,0.5211594119668007,0.0,-0.5211594119668007,0.0,0.0,0.0,0.0,0.0,0.5211594119668007,0.0,-0.5211594119668007,0.0,0.0,0.0,0.0,0.0,0.008508197637274862,0.0,-0.008508197637274862,0.0,0.004091874381992966,0.0,-0.004091874381992966,0.0,0.02054733051918447,0.0,-0.02054733051918447,0.0,2.1487953901290893,0.0,-2.1487953901290893,0.0,0.0036298927094321697,0.0,-0.0036298927094321697,0.0,135.19049186706542,55.0,-25.190491867065433,0.0,1.474061420559883,0.0,-1.474061420559883,0.0,0.04441990898922086,0.0,-0.04441990898922086,0.0,0.008586855651810764,0.0,-0.008586855651810764,0.0,0.013070498686283826,0.0,-0.013070498686283826,0.0,0.00251185180968605,0.0,-0.00251185180968605,0.0,38.920474004745486,12.0,-14.920474004745483,0.0,0.5211594119668007,0.0,-0.5211594119668007,0.0,77.78507537841796,33.0,-11.785075378417964,0.0,0.002687872771639377,0.0,-0.002687872771639377,0.0,64.46586036682129,31.0,-2.465860366821289,0.0,1.0423188239336014,0.0,-1.0423188239336014,0.0,69.6249342918396,29.0,-11.624934291839601,0.0,0.07818093784153461,0.0,-0.07818093784153461,0.0,0.004864606924820691,0.0,-0.004864606924820691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.191776514053345,10.0,-14.191776514053345,0.0,0.0016309921920765191,0.0,-0.0016309921920765191,0.0,46.92029972076416,21.0,-4.9202997207641594,0.0,0.0012546498823212458,0.0,-0.0012546498823212458,0.0,0.0,0.0,0.0,0.0,0.04995985804125667,0.0,-0.04995985804125667,0.0,0.03272062260657549,0.0,-0.03272062260657549,0.0,0.5211594119668007,0.0,-0.5211594119668007,0.0,20.653479433059694,7.0,-6.653479433059692,0.0,0.004008587636053562,0.0,-0.004008587636053562
2021-03-15,0.0,0.5211594119668007,0.0,-0.5211594119668007,0.0,0.0,0.0,0.0,0.0,0.5211594119668007,0.0,-0.5211594119668007,0.0,0.0,0.0,0.0,0.0,0.008508197637274862,0.0,-0.008508197637274862,0.0,0.004091874381992966,0.0,-0.004091874381992966,0.0,0.02054733051918447,0.0,-0.02054733051918447,0.0,2.1487953901290893,0.0,-2.1487953901290893,0.0,0.0036298927094321697,0.0,-0.0036298927094321697,37.0,135.19049186706542,55.0,-25.190491867065433,0.0,1.474061420559883,0.0,-1.474061420559883,0.0,0.04441990898922086,0.0,-0.04441990898922086,0.0,0.008586855651810764,0.0,-0.008586855651810764,0.0,0.013070498686283826,0.0,-0.013070498686283826,0.0,0.00251185180968605,0.0,-0.00251185180968605,37.0,38.920474004745486,12.0,-14.920474004745483,0.0,0.5211594119668007,0.0,-0.5211594119668007,37.0,77.78507537841796,33.0,-11.785075378417964,0.0,0.002687872771639377,0.0,-0.002687872771639377,51.0,64.46586036682129,31.0,-2.465860366821289,0.0,1.0423188239336014,0.0,-1.0423188239336014,19.0,70.6249342918396,30.0,-10.624934291839601,0.0,0.07818093784153461,0.0,-0.07818093784153461,0.0,0.004864606924820691,0.0,-0.004864606924820691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,35.191776514053345,11.0,-13.191776514053345,0.0,0.0016309921920765191,0.0,-0.0016309921920765191,24.0,46.92029972076416,21.0,-4.9202997207641594,0.0,0.0012546498823212458,0.0,-0.0012546498823212458,0.0,0.0,0.0,0.0,0.0,0.04995985804125667,0.0,-0.04995985804125667,0.0,0.03272062260657549,0.0,-0.03272062260657549,0.0,0.5211594119668007,0.0,-0.5211594119668007,8.0,20.653479433059694,7.0,-6.653479433059692,0.0,0.004008587636053562,0.0,-0.004008587636053562
2021-03-16,1.0,0.5211594119668007,0.0,-0.5211594119668007,0.0,0.0,0.0,0.0,0.0,0.5211594119668007,0.0,-0.5211594119668007,0.0,0.0,0.0,0.0,0.0,0.008508197637274862,0.0,-0.008508197637274862,0.0,0.004091874381992966,0.0,-0.004091874381992966,0.0,0.02054733051918447,0.0,-0.02054733051918447,0.0,2.1487953901290893,0.0,-2.1487953901290893,0.0,0.0036298927094321697,0.0,-0.0036298927094321697,5.0,134.19049186706542,54.0,-26.190491867065433,0.0,1.474061420559883,0.0,-1.474061420559883,0.0,0.04441990898922086,0.0,-0.04441990898922086,0.0,0.008586855651810764,0.0,-0.008586855651810764,0.0,0.013070498686283826,0.0,-0.013070498686283826,0.0,0.00251185180968605,0.0,-0.00251185180968605,23.0,36.920474004745486,10.0,-16.920474004745483,0.0,0.5211594119668007,0.0,-0.5211594119668007,7.0,76.78507537841796,32.0,-12.785075378417964,0.0,0.002687872771639377,0.0,-0.002687872771639377,24.0,63.46586036682129,30.0,-3.465860366821289,0.0,1.0423188239336014,0.0,-1.0423188239336014,1.0,68.6249342918396,28.0,-12.624934291839601,0.0,0.07818093784153461,0.0,-0.07818093784153461,0.0,0.004864606924820691,0.0,-0.004864606924820691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,34.191776514053345,10.0,-14.191776514053345,0.0,0.0016309921920765191,0.0,-0.0016309921920765191,4.0,45.92029972076416,20.0,-5.9202997207641594,0.0,0.0012546498823212458,0.0,-0.0012546498823212458,0.0,0.0,0.0,0.0,0.0,0.04995985804125667,0.0,-0.04995985804125667,0.0,0.03272062260657549,0.0,-0.03272062260657549,1.0,0.5211594119668007,0.0,-0.5211594119668007,0.0,19.653479433059694,6.0,-7.653479433059692,0.0,0.004008587636053562,0.0,-0.004008587636053562
2021-03-17,0.0,0.5211594119668007,0.0,-0.5211594119668007,0.0,0.0,0.0,0.0,0.0,0.5211594119668007,0.0,-0.5211594119668007,0.0,0.0,0.0,0.0,0.0,0.008508197637274862,0.0,-0.008508197637274862,0.0,0.004091874381992966,0.0,-0.004091874381992966,0.0,0.02054733051918447,0.0,-0.02054733051918447,0.0,2.1487953901290893,0.0,-2.1487953901290893,0.0,0.0036298927094321697,0.0,-0.0036298927094321697,37.0,134.19049186706542,54.0,-26.190491867065433,0.0,1.474061420559883,0.0,-1.474061420559883,0.0,0.04441990898922086,0.0,-0.04441990898922086,0.0,0.008586855651810764,0.0,-0.008586855651810764,0.0,0.013070498686283826,0.0,-0.013070498686283826,0.0,0.00251185180968605,0.0,-0.00251185180968605,16.0,36.920474004745486,10.0,-16.920474004745483,0.0,0.5211594119668007,0.0,-0.5211594119668007,27.0,76.78507537841796,32.0,-12.785075378417964,0.0,0.002687872771639377,0.0,-0.002687872771639377,22.0,62.46586036682129,29.0,-4.465860366821289,0.0,1.0423188239336014,0.0,-1.0423188239336014,26.0,68.6249342918396,28.0,-12.624934291839601,0.0,0.07818093784153461,0.0,-0.07818093784153461,0.0,0.004864606924820691,0.0,-0.004864606924820691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,33.191776514053345,9.0,-15.191776514053345,0.0,0.0016309921920765191,0.0,-0.0016309921920765191,10.0,44.92029972076416,19.0,-6.9202997207641594,0.0,0.0012546498823212458,0.0,-0.0012546498823212458,0.0,0.0,0.0,0.0,0.0,0.04995985804125667,0.0,-0.04995985804125667,0.0,0.03272062260657549,0.0,-0.03272062260657549,0.0,0.5211594119668007,0.0,-0.5211594119668007,10.0,19.653479433059694,6.0,-7.653479433059692,0.0,0.004008587636053562,0.0,-0.004008587636053562
2021-03-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8650217950344086,0.0,-3.8650217950344086,0.0,0.0,0.0,0.0,0.0,0.0034423587145283817,0.0,-0.0034423587145283817,0.0,0.005506219016388058,0.0,-0.005506219016388058,0.0,0.003583673044340685,0.0,-0.003583673044340685,4.0,2.084637647867203,0.0,-2.084637647867203,0.0,0.002879539708374068,0.0,-0.002879539708374068,11.0,72.22334575653076,33.0,-6.223345756530762,0.0,2.1487953901290893,0.0,-2.1487953901290893,0.0,0.009529956383630633,0.0,-0.009529956383630633,0.0,0.009832515148445964,0.0,-0.009832515148445964,0.0,0.014719767216593026,0.0,-0.014719767216593026,0.0,0.0028610835783183576,0.0,-0.0028610835783183576,9.0,38.53511610031128,12.0,-14.535116100311278,0.0,0.5211594119668007,0.0,-0.5211594119668007,14.0,57.62364311218261,23.0,-11.623643112182613,0.0,0.007999519351869822,0.0,-0.007999519351869822,31.0,78.5696210861206,18.0,-42.569621086120605,0.0,3.1269565880298615,0.0,-3.1269565880298615,0.0,46.72862510681152,23.0,-0.7286251068115241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,34.092028093338016,7.0,-20.092028093338012,0.0,0.0,0.0,0.0,12.0,26.162553977966308,6.0,-14.162553977966308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01803776719607413,0.0,-0.01803776719607413,0.0,0.0,0.0,0.0,7.0,19.81024785041809,7.0,-5.81024785041809,0.0,0.0017896865116199478,0.0,-0.0017896865116199478
2021-03-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8650217950344086,0.0,-3.8650217950344086,0.0,0.0,0.0,0.0,0.0,0.0034423587145283817,0.0,-0.0034423587145283817,0.0,0.005506219016388058,0.0,-0.005506219016388058,0.0,0.003583673044340685,0.0,-0.003583673044340685,0.0,2.084637647867203,0.0,-2.084637647867203,0.0,0.002879539708374068,0.0,-0.002879539708374068,7.0,66.22334575653076,27.0,-12.223345756530762,0.0,2.1487953901290893,0.0,-2.1487953901290893,0.0,0.009529956383630633,0.0,-0.009529956383630633,0.0,0.009832515148445964,0.0,-0.009832515148445964,0.0,0.014719767216593026,0.0,-0.014719767216593026,0.0,0.0028610835783183576,0.0,-0.0028610835783183576,13.0,33.53511610031128,7.0,-19.535116100311278,0.0,0.5211594119668007,0.0,-0.5211594119668007,6.0,51.62364311218261,17.0,-17.623643112182613,0.0,0.007999519351869822,0.0,-0.007999519351869822,20.0,74.5696210861206,14.0,-46.569621086120605,0.0,3.1269565880298615,0.0,-3.1269565880298615,10.0,41.72862510681152,18.0,-5.728625106811524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,29.092028093338012,2.0,-25.092028093338012,0.0,0.0,0.0,0.0,8.0,21.162553977966308,1.0,-19.162553977966308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01803776719607413,0.0,-0.01803776719607413,0.0,0.0,0.0,0.0,0.0,15.81024785041809,3.0,-9.81024785041809,0.0,0.0017896865116199478,0.0,-0.0017896865116199478
2021-03-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8650217950344086,0.0,-3.8650217950344086,0.0,0.0,0.0,0.0,0.0,0.0034423587145283817,0.0,-0.0034423587145283817,0.0,0.005506219016388058,0.0,-0.005506219016388058,0.0,0.003583673044340685,0.0,-0.003583673044340685,0.0,2.084637647867203,0.0,-2.084637647867203,0.0,0.002879539708374068,0.0,-0.002879539708374068,0.0,58.22334575653076,19.0,-20.22334575653076,0.0,2.1487953901290893,0.0,-2.1487953901290893,0.0,0.009529956383630633,0.0,-0.009529956383630633,0.0,0.009832515148445964,0.0,-0.009832515148445964,0.0,0.014719767216593026,0.0,-0.014719767216593026,0.0,0.0028610835783183576,0.0,-0.0028610835783183576,13.0,28.535116100311278,2.0,-24.535116100311278,0.0,0.5211594119668007,0.0,-0.5211594119668007,3.0,43.62364311218261,9.0,-25.623643112182613,0.0,0.007999519351869822,0.0,-0.007999519351869822,10.0,69.5696210861206,9.0,-51.569621086120605,0.0,3.1269565880298615,0.0,-3.1269565880298615,11.0,36.72862510681152,13.0,-10.728625106811524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.092028093338012,0.0,-27.092028093338012,0.0,0.0,0.0,0.0,3.0,20.162553977966308,0.0,-20.162553977966308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01803776719607413,0.0,-0.01803776719607413,0.0,0.0,0.0,0.0,0.0,12.81024785041809,0.0,-12.81024785041809,0.0,0.0017896865116199478,0.0,-0.0017896865116199478
2021-03-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8650217950344086,0.0,-3.8650217950344086,0.0,0.0,0.0,0.0,0.0,0.0034423587145283817,0.0,-0.0034423587145283817,0.0,0.005506219016388058,0.0,-0.005506219016388058,0.0,0.003583673044340685,0.0,-0.003583673044340685,0.0,2.084637647867203,0.0,-2.084637647867203,0.0,0.002879539708374068,0.0,-0.002879539708374068,0.0,55.22334575653076,16.0,-23.22334575653076,0.0,2.1487953901290893,0.0,-2.1487953901290893,0.0,0.009529956383630633,0.0,-0.009529956383630633,0.0,0.009832515148445964,0.0,-0.009832515148445964,0.0,0.014719767216593026,0.0,-0.014719767216593026,0.0,0.0028610835783183576,0.0,-0.0028610835783183576,0.0,26.535116100311278,0.0,-26.535116100311278,0.0,0.5211594119668007,0.0,-0.5211594119668007,0.0,40.62364311218261,6.0,-28.623643112182613,0.0,0.007999519351869822,0.0,-0.007999519351869822,0.0,66.5696210861206,6.0,-54.569621086120605,0.0,3.1269565880298615,0.0,-3.1269565880298615,0.0,34.72862510681152,11.0,-12.728625106811524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.092028093338012,0.0,-27.092028093338012,0.0,0.0,0.0,0.0,0.0,20.162553977966308,0.0,-20.162553977966308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01803776719607413,0.0,-0.01803776719607413,0.0,0.0,0.0,0.0,0.0,12.81024785041809,0.0,-12.81024785041809,0.0,0.0017896865116199478,0.0,-0.0017896865116199478
2021-03-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8650217950344086,0.0,-3.8650217950344086,0.0,0.0,0.0,0.0,0.0,0.0034423587145283817,0.0,-0.0034423587145283817,0.0,0.005506219016388058,0.0,-0.005506219016388058,0.0,0.003583673044340685,0.0,-0.003583673044340685,0.0,2.084637647867203,0.0,-2.084637647867203,0.0,0.002879539708374068,0.0,-0.002879539708374068,51.0,53.22334575653076,14.0,-25.22334575653076,0.0,2.1487953901290893,0.0,-2.1487953901290893,0.0,0.009529956383630633,0.0,-0.009529956383630633,0.0,0.009832515148445964,0.0,-0.009832515148445964,0.0,0.014719767216593026,0.0,-0.014719767216593026,0.0,0.0028610835783183576,0.0,-0.0028610835783183576,27.0,26.535116100311278,0.0,-26.535116100311278,1.0,0.5211594119668007,0.0,-0.5211594119668007,45.0,38.62364311218261,4.0,-30.623643112182613,0.0,0.007999519351869822,0.0,-0.007999519351869822,41.0,65.5696210861206,5.0,-55.569621086120605,0.0,3.1269565880298615,0.0,-3.1269565880298615,23.0,32.72862510681152,9.0,-14.728625106811524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,27.092028093338012,0.0,-27.092028093338012,0.0,0.0,0.0,0.0,22.0,20.162553977966308,0.0,-20.162553977966308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01803776719607413,0.0,-0.01803776719607413,0.0,0.0,0.0,0.0,19.0,12.81024785041809,0.0,-12.81024785041809,0.0,0.0017896865116199478,0.0,-0.0017896865116199478
2021-03-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8650217950344086,0.0,-3.8650217950344086,0.0,0.0,0.0,0.0,0.0,0.0034423587145283817,0.0,-0.0034423587145283817,0.0,0.005506219016388058,0.0,-0.005506219016388058,0.0,0.003583673044340685,0.0,-0.003583673044340685,0.0,2.084637647867203,0.0,-2.084637647867203,0.0,0.002879539708374068,0.0,-0.002879539708374068,30.0,49.22334575653076,10.0,-29.22334575653076,2.0,2.1487953901290893,0.0,-2.1487953901290893,0.0,0.009529956383630633,0.0,-0.009529956383630633,0.0,0.009832515148445964,0.0,-0.009832515148445964,0.0,0.014719767216593026,0.0,-0.014719767216593026,0.0,0.0028610835783183576,0.0,-0.0028610835783183576,5.0,26.535116100311278,0.0,-26.535116100311278,0.0,0.5211594119668007,0.0,-0.5211594119668007,25.0,35.62364311218261,1.0,-33.62364311218261,0.0,0.007999519351869822,0.0,-0.007999519351869822,28.0,62.569621086120605,2.0,-58.569621086120605,0.0,3.1269565880298615,0.0,-3.1269565880298615,7.0,29.728625106811524,6.0,-17.728625106811524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,27.092028093338012,0.0,-27.092028093338012,0.0,0.0,0.0,0.0,7.0,20.162553977966308,0.0,-20.162553977966308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01803776719607413,0.0,-0.01803776719607413,0.0,0.0,0.0,0.0,7.0,12.81024785041809,0.0,-12.81024785041809,0.0,0.0017896865116199478,0.0,-0.0017896865116199478
2021-03-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.8650217950344086,0.0,-3.8650217950344086,0.0,0.0,0.0,0.0,0.0,0.0034423587145283817,0.0,-0.0034423587145283817,0.0,0.005506219016388058,0.0,-0.005506219016388058,0.0,0.003583673044340685,0.0,-0.003583673044340685,0.0,2.084637647867203,0.0,-2.084637647867203,0.0,0.002879539708374068,0.0,-0.002879539708374068,42.0,50.22334575653076,11.0,-28.22334575653076,2.0,2.1487953901290893,0.0,-2.1487953901290893,0.0,0.009529956383630633,0.0,-0.009529956383630633,0.0,0.009832515148445964,0.0,-0.009832515148445964,0.0,0.014719767216593026,0.0,-0.014719767216593026,0.0,0.0028610835783183576,0.0,-0.0028610835783183576,24.0,26.535116100311278,0.0,-26.535116100311278,0.0,0.5211594119668007,0.0,-0.5211594119668007,31.0,35.62364311218261,1.0,-33.62364311218261,0.0,0.007999519351869822,0.0,-0.007999519351869822,43.0,62.569621086120605,2.0,-58.569621086120605,0.0,3.1269565880298615,0.0,-3.1269565880298615,32.0,30.728625106811524,7.0,-16.728625106811524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,27.092028093338012,0.0,-27.092028093338012,0.0,0.0,0.0,0.0,19.0,20.162553977966308,0.0,-20.162553977966308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01803776719607413,0.0,-0.01803776719607413,0.0,0.0,0.0,0.0,10.0,12.81024785041809,0.0,-12.81024785041809,0.0,0.0017896865116199478,0.0,-0.0017896865116199478
2021-03-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.772399789094925,1.0,-2.772399789094925,0.0,0.0,0.0,0.0,0.0,0.002112284686882049,0.0,-0.002112284686882049,0.0,0.004243334464263171,0.0,-0.004243334464263171,0.0,0.0013766438554739578,0.0,-0.0013766438554739578,0.0,0.007229025126434863,0.0,-0.007229025126434863,0.0,0.0019157343136612325,0.0,-0.0019157343136612325,24.0,72.74157905578613,41.0,9.258420944213867,3.0,4.37971904873848,2.0,-0.3797190487384796,0.0,0.001633104178472422,0.0,-0.001633104178472422,0.0,0.008677620557136834,0.0,-0.008677620557136834,0.0,0.012841104296967387,0.0,-0.012841104296967387,0.0,0.001067776372656226,0.0,-0.001067776372656226,11.0,51.13006329536438,23.0,-5.13006329536438,0.0,0.5211594119668007,0.0,-0.5211594119668007,17.0,52.110843086242674,30.0,7.889156913757326,0.0,0.0026378781592939046,0.0,-0.0026378781592939046,29.0,78.41076622009277,42.0,5.589233779907225,0.0,3.1269565880298615,0.0,-3.1269565880298615,5.0,61.84678454399109,31.0,0.15321545600891184,0.0,0.0,0.0,0.0,0.0,0.0026975601911544797,0.0,-0.0026975601911544797,0.0,0.0,0.0,0.0,0.0,0.0014309644815512,0.0,-0.0014309644815512,6.0,29.943085861206054,14.0,-1.943085861206054,0.0,0.006331079837400466,0.0,-0.006331079837400466,8.0,32.2557412147522,18.0,3.744258785247803,0.0,1.1653519302606583,0.0,-1.1653519302606583,0.0,0.0031788933207280933,0.0,-0.0031788933207280933,0.0,0.001089292936376296,0.0,-0.001089292936376296,0.0,0.019336790358647705,0.0,-0.019336790358647705,0.0,0.0,0.0,0.0,6.0,15.765878462791441,9.0,2.2341215372085577,0.0,0.004821789229754359,0.0,-0.004821789229754359
2021-03-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.772399789094925,1.0,-2.772399789094925,0.0,0.0,0.0,0.0,0.0,0.002112284686882049,0.0,-0.002112284686882049,0.0,0.004243334464263171,0.0,-0.004243334464263171,0.0,0.0013766438554739578,0.0,-0.0013766438554739578,0.0,0.007229025126434863,0.0,-0.007229025126434863,0.0,0.0019157343136612325,0.0,-0.0019157343136612325,3.0,67.74157905578613,36.0,4.258420944213867,0.0,4.37971904873848,2.0,-0.3797190487384796,0.0,0.001633104178472422,0.0,-0.001633104178472422,0.0,0.008677620557136834,0.0,-0.008677620557136834,0.0,0.012841104296967387,0.0,-0.012841104296967387,0.0,0.001067776372656226,0.0,-0.001067776372656226,9.0,47.13006329536438,19.0,-9.13006329536438,0.0,0.5211594119668007,0.0,-0.5211594119668007,5.0,47.110843086242674,25.0,2.8891569137573256,0.0,0.0026378781592939046,0.0,-0.0026378781592939046,46.0,75.41076622009277,39.0,2.589233779907225,0.0,3.1269565880298615,0.0,-3.1269565880298615,7.0,59.84678454399109,29.0,-1.8467845439910882,0.0,0.0,0.0,0.0,0.0,0.0026975601911544797,0.0,-0.0026975601911544797,0.0,0.0,0.0,0.0,0.0,0.0014309644815512,0.0,-0.0014309644815512,5.0,26.943085861206054,11.0,-4.943085861206054,0.0,0.006331079837400466,0.0,-0.006331079837400466,4.0,29.2557412147522,15.0,0.7442587852478031,0.0,1.1653519302606583,0.0,-1.1653519302606583,0.0,0.0031788933207280933,0.0,-0.0031788933207280933,0.0,0.001089292936376296,0.0,-0.001089292936376296,0.0,0.019336790358647705,0.0,-0.019336790358647705,0.0,0.0,0.0,0.0,2.0,13.765878462791441,7.0,0.23412153720855766,0.0,0.004821789229754359,0.0,-0.004821789229754359
2021-03-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.772399789094925,0.0,-3.772399789094925,0.0,0.0,0.0,0.0,0.0,0.002112284686882049,0.0,-0.002112284686882049,0.0,0.004243334464263171,0.0,-0.004243334464263171,0.0,0.0013766438554739578,0.0,-0.0013766438554739578,0.0,0.007229025126434863,0.0,-0.007229025126434863,0.0,0.0019157343136612325,0.0,-0.0019157343136612325,0.0,56.74157905578613,25.0,-6.741579055786133,0.0,3.3797190487384796,1.0,-1.3797190487384796,0.0,0.001633104178472422,0.0,-0.001633104178472422,0.0,0.008677620557136834,0.0,-0.008677620557136834,0.0,0.012841104296967387,0.0,-0.012841104296967387,0.0,0.001067776372656226,0.0,-0.001067776372656226,5.0,40.13006329536438,12.0,-16.13006329536438,0.0,0.5211594119668007,0.0,-0.5211594119668007,3.0,35.110843086242674,13.0,-9.110843086242674,0.0,0.0026378781592939046,0.0,-0.0026378781592939046,27.0,69.41076622009277,33.0,-3.410766220092775,0.0,3.1269565880298615,0.0,-3.1269565880298615,3.0,53.84678454399109,23.0,-7.846784543991088,0.0,0.0,0.0,0.0,0.0,0.0026975601911544797,0.0,-0.0026975601911544797,0.0,0.0,0.0,0.0,0.0,0.0014309644815512,0.0,-0.0014309644815512,12.0,19.943085861206054,4.0,-11.943085861206054,0.0,0.006331079837400466,0.0,-0.006331079837400466,5.0,23.2557412147522,9.0,-5.255741214752197,0.0,1.1653519302606583,0.0,-1.1653519302606583,0.0,0.0031788933207280933,0.0,-0.0031788933207280933,0.0,0.001089292936376296,0.0,-0.001089292936376296,0.0,0.019336790358647705,0.0,-0.019336790358647705,0.0,0.0,0.0,0.0,0.0,7.765878462791442,1.0,-5.765878462791442,0.0,0.004821789229754359,0.0,-0.004821789229754359
2021-03-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.772399789094925,0.0,-3.772399789094925,0.0,0.0,0.0,0.0,0.0,0.002112284686882049,0.0,-0.002112284686882049,0.0,0.004243334464263171,0.0,-0.004243334464263171,0.0,0.0013766438554739578,0.0,-0.0013766438554739578,0.0,0.007229025126434863,0.0,-0.007229025126434863,0.0,0.0019157343136612325,0.0,-0.0019157343136612325,0.0,52.74157905578613,21.0,-10.741579055786133,0.0,3.3797190487384796,1.0,-1.3797190487384796,0.0,0.001633104178472422,0.0,-0.001633104178472422,0.0,0.008677620557136834,0.0,-0.008677620557136834,0.0,0.012841104296967387,0.0,-0.012841104296967387,0.0,0.001067776372656226,0.0,-0.001067776372656226,0.0,37.13006329536438,9.0,-19.13006329536438,0.0,0.5211594119668007,0.0,-0.5211594119668007,0.0,32.110843086242674,10.0,-12.110843086242674,0.0,0.0026378781592939046,0.0,-0.0026378781592939046,0.0,66.41076622009277,30.0,-6.410766220092775,0.0,3.1269565880298615,0.0,-3.1269565880298615,0.0,50.84678454399109,20.0,-10.846784543991088,0.0,0.0,0.0,0.0,0.0,0.0026975601911544797,0.0,-0.0026975601911544797,0.0,0.0,0.0,0.0,0.0,0.0014309644815512,0.0,-0.0014309644815512,0.0,17.943085861206054,2.0,-13.943085861206054,0.0,0.006331079837400466,0.0,-0.006331079837400466,0.0,20.2557412147522,6.0,-8.255741214752197,0.0,1.1653519302606583,0.0,-1.1653519302606583,0.0,0.0031788933207280933,0.0,-0.0031788933207280933,0.0,0.001089292936376296,0.0,-0.001089292936376296,0.0,0.019336790358647705,0.0,-0.019336790358647705,0.0,0.0,0.0,0.0,0.0,6.765878462791442,0.0,-6.765878462791442,0.0,0.004821789229754359,0.0,-0.004821789229754359
